Soil_Type,Soil_pH,Organic_Carbon,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Rainfall,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Recommended_Fertilizer,Dosage_kg_ropani
Clay,5.56,0.24,71,54,79,31.72,90.5,1780.87,Rice,Flowering,Summer,Rainfed,DAP,0.87
Clay,5.74,1.95,83,30,99,11.4,44.45,62.79,Tomato,Harvest,Winter,Drip,DAP,0.51
Clay,6.61,1.51,70,56,67,27.26,49.35,777.57,Rice,Vegetative,Spring,Canal,NPK,7.12
Clay,5.36,1.9,53,41,91,24.38,70.21,539.48,Rice,Flowering,Spring,Drip,Urea,1.37
Clay,8.04,1.6,127,28,39,26.72,71.47,1562.47,Tomato,Sowing,Summer,Drip,DAP,1.47
Silt,4.84,0.25,135,27,42,12.45,53.5,106.01,Maize,Flowering,Winter,Sprinkler,DAP,1.65
Clay,6.28,0.77,47,33,72,24.19,87.61,2639.03,Cotton,Sowing,Summer,Sprinkler,Urea,2.81
Clay,7.9,3.49,38,56,105,16.15,40.45,563.17,Sugarcane,Harvest,Spring,Drip,Urea,0.99
Clay,6.96,2.96,117,39,99,26.0,46.35,613.61,Tomato,Vegetative,Spring,Sprinkler,DAP,1.21
Clay,5.67,0.5,91,30,95,32.43,91.44,2468.58,Sugarcane,Flowering,Summer,Canal,DAP,1.55
Loamy,6.18,0.95,125,57,43,24.52,61.36,650.53,Rice,Sowing,Spring,Drip,Compost,259.5
Clay,7.33,3.15,90,75,58,33.82,70.15,1506.76,Wheat,Vegetative,Summer,Drip,NPK,4.57
Silt,8.39,3.31,46,54,21,27.05,75.4,1026.64,Tomato,Sowing,Summer,Drip,Urea,2.96
Silt,8.07,1.0,70,10,31,22.94,68.6,562.78,Potato,Vegetative,Spring,Rainfed,DAP,4.39
Silt,5.87,0.22,103,31,94,8.1,50.73,44.41,Potato,Flowering,Winter,Sprinkler,DAP,1.67
Sandy,8.49,2.66,73,65,33,32.32,94.1,957.98,Sugarcane,Sowing,Summer,Sprinkler,MOP,2.22
Loamy,4.51,1.44,142,49,65,25.66,52.54,304.18,Cotton,Flowering,Spring,Sprinkler,Compost,96.21
Clay,4.61,2.9,36,47,34,20.25,62.87,718.13,Rice,Flowering,Spring,Rainfed,Urea,2.13
Sandy,7.8,1.04,91,28,75,15.32,48.82,215.9,Wheat,Harvest,Winter,Sprinkler,DAP,0.51
Clay,5.3,0.76,133,28,10,17.88,59.5,625.88,Tomato,Flowering,Spring,Canal,DAP,1.42
Sandy,4.74,1.28,114,75,83,21.66,42.26,632.22,Cotton,Vegetative,Spring,Drip,Compost,216.81
Sandy,5.45,1.07,148,56,43,11.32,53.55,49.98,Potato,Vegetative,Winter,Drip,Compost,339.11
Silt,6.2,0.95,124,67,14,28.32,88.42,1007.41,Wheat,Flowering,Summer,Sprinkler,MOP,0.62
Silt,7.42,1.34,33,66,26,22.13,61.76,797.76,Tomato,Flowering,Spring,Rainfed,Urea,3.24
Sandy,7.0,2.88,154,57,10,33.41,73.48,2082.31,Sugarcane,Harvest,Summer,Drip,MOP,0.59
Silt,5.45,3.21,83,54,87,22.0,68.49,671.64,Wheat,Flowering,Spring,Canal,Compost,76.31
Sandy,6.51,0.93,155,37,30,9.34,31.92,84.89,Maize,Sowing,Winter,Canal,DAP,1.58
Loamy,8.2,0.89,148,69,15,25.19,81.92,913.66,Maize,Harvest,Summer,Drip,MOP,0.41
Silt,7.76,0.63,88,14,84,22.35,74.74,688.95,Tomato,Sowing,Spring,Drip,DAP,2.1
Silt,5.79,0.53,51,27,48,36.24,77.13,1541.24,Rice,Vegetative,Summer,Canal,Urea,4.87
Silt,8.43,0.87,20,46,68,27.33,41.04,768.41,Tomato,Vegetative,Spring,Sprinkler,Urea,6.34
Loamy,7.33,0.95,156,89,29,6.39,43.51,55.08,Potato,Sowing,Winter,Rainfed,MOP,3.48
Sandy,4.75,0.52,93,34,93,26.6,79.7,2457.04,Tomato,Harvest,Summer,Canal,DAP,0.75
Clay,4.64,1.7,124,47,94,27.88,75.65,1447.57,Maize,Vegetative,Summer,Drip,Compost,150.09
Silt,5.17,0.92,133,10,73,26.73,63.1,248.24,Wheat,Vegetative,Spring,Drip,DAP,1.96
Sandy,7.41,0.88,70,49,33,26.38,54.51,473.52,Maize,Sowing,Spring,Canal,MOP,1.21
Loamy,5.23,0.77,100,64,50,8.1,51.62,47.06,Potato,Vegetative,Winter,Sprinkler,Compost,403.77
Clay,6.55,0.28,21,48,99,25.42,40.34,527.37,Rice,Sowing,Spring,Drip,Urea,2.81
Silt,4.87,1.3,29,85,76,27.26,61.5,364.03,Sugarcane,Flowering,Spring,Drip,Urea,4.86
Loamy,8.18,0.61,122,34,47,22.93,73.38,2479.28,Tomato,Harvest,Summer,Sprinkler,DAP,0.54
Loamy,5.88,1.68,153,32,114,16.28,44.28,695.61,Rice,Harvest,Spring,Sprinkler,DAP,0.51
Clay,8.13,0.99,85,52,47,18.45,53.25,645.57,Rice,Vegetative,Spring,Drip,Zinc Sulphate,0.95
Sandy,8.28,0.96,27,57,37,23.78,85.24,2440.03,Tomato,Flowering,Summer,Sprinkler,Urea,3.96
Silt,4.52,0.88,87,47,19,21.44,49.15,618.57,Wheat,Harvest,Spring,Canal,MOP,0.41
Silt,6.36,0.44,69,33,33,30.25,88.36,1340.82,Potato,Vegetative,Summer,Canal,DAP,2.97
Sandy,4.6,0.56,114,14,71,26.28,91.22,2403.41,Potato,Flowering,Summer,Rainfed,DAP,3.48
Sandy,8.13,0.88,55,69,113,17.34,43.72,102.29,Wheat,Sowing,Winter,Rainfed,Urea,3.15
Sandy,6.57,2.62,155,26,61,26.0,52.64,798.15,Cotton,Vegetative,Spring,Canal,DAP,1.63
Clay,4.8,0.76,114,46,80,21.57,57.24,318.6,Potato,Sowing,Spring,Drip,Compost,453.07
Clay,4.94,0.47,97,24,96,35.37,69.66,2445.11,Maize,Vegetative,Summer,Drip,DAP,3.11
Silt,6.03,0.31,155,75,96,22.24,89.69,1674.4,Sugarcane,Harvest,Summer,Drip,NPK,3.25
Clay,8.26,1.88,141,29,33,8.97,54.32,184.41,Cotton,Flowering,Winter,Sprinkler,DAP,0.83
Loamy,7.27,0.75,108,39,104,24.72,52.57,628.05,Wheat,Sowing,Spring,Drip,DAP,1.02
Silt,7.97,0.36,62,25,59,7.2,28.01,290.47,Sugarcane,Harvest,Winter,Canal,DAP,0.69
Clay,5.97,3.4,82,53,95,16.81,59.35,508.41,Wheat,Vegetative,Spring,Canal,NPK,5.56
Sandy,4.67,0.47,100,68,100,28.07,72.64,1262.93,Tomato,Harvest,Summer,Rainfed,Compost,153.11
Loamy,8.4,0.86,132,13,47,18.28,48.35,353.44,Maize,Sowing,Spring,Rainfed,DAP,2.45
Sandy,4.57,0.6,31,40,78,10.99,38.18,266.4,Rice,Sowing,Winter,Sprinkler,Urea,4.17
Silt,8.29,1.33,103,35,27,24.51,62.24,254.38,Sugarcane,Sowing,Spring,Sprinkler,DAP,1.65
Sandy,5.97,0.5,117,50,81,17.14,69.88,732.32,Sugarcane,Flowering,Spring,Sprinkler,DAP,1.09
Clay,4.54,0.75,75,85,108,8.99,54.32,266.5,Cotton,Flowering,Winter,Sprinkler,Compost,205.01
Clay,7.26,3.48,68,11,58,5.46,36.39,77.54,Sugarcane,Vegetative,Winter,Rainfed,DAP,2.27
Silt,8.42,0.61,158,17,26,27.4,77.82,1946.8,Tomato,Harvest,Summer,Drip,DAP,0.68
Sandy,8.36,1.03,46,87,85,9.2,47.19,101.52,Sugarcane,Harvest,Winter,Drip,Urea,1.65
Silt,5.14,0.61,156,33,112,22.31,92.04,2827.07,Wheat,Sowing,Summer,Sprinkler,DAP,1.86
Sandy,5.22,0.34,101,49,95,19.57,47.84,537.05,Maize,Sowing,Spring,Drip,Compost,710.4
Loamy,6.76,2.13,55,34,62,12.07,25.91,50.63,Cotton,Harvest,Winter,Drip,Urea,0.51
Clay,7.05,1.63,137,71,15,18.44,57.78,686.21,Wheat,Vegetative,Spring,Rainfed,MOP,1.04
Silt,7.46,0.79,98,67,103,12.17,45.85,240.19,Cotton,Flowering,Winter,Rainfed,SSP,2.06
Loamy,5.22,2.42,60,80,75,19.55,62.7,504.47,Cotton,Harvest,Spring,Canal,Compost,76.31
Loamy,8.34,0.99,47,41,14,9.64,53.04,48.85,Maize,Harvest,Winter,Canal,Urea,1.01
Silt,7.05,0.74,120,55,11,24.21,59.76,292.99,Maize,Harvest,Spring,Sprinkler,MOP,0.41
Silt,7.89,1.0,41,35,71,23.99,78.64,2207.16,Potato,Harvest,Summer,Rainfed,Urea,1.63
Loamy,6.66,0.54,66,51,108,19.78,52.8,369.41,Tomato,Vegetative,Spring,Sprinkler,NPK,10.09
Sandy,6.16,0.69,36,16,14,28.62,70.91,1180.43,Rice,Harvest,Summer,Sprinkler,Urea,0.92
Loamy,8.41,0.78,148,65,40,10.81,36.48,180.31,Wheat,Harvest,Winter,Rainfed,Zinc Sulphate,1.39
Silt,6.83,1.24,108,56,90,22.22,62.48,398.0,Maize,Vegetative,Spring,Drip,NPK,6.97
Loamy,7.97,0.65,31,59,72,16.3,40.99,782.41,Cotton,Sowing,Spring,Rainfed,Urea,3.87
Sandy,8.31,3.19,39,54,100,25.47,52.95,153.66,Cotton,Sowing,Spring,Drip,Urea,2.28
Clay,7.2,0.48,24,77,104,17.55,25.64,96.93,Cotton,Vegetative,Winter,Canal,Urea,3.96
Clay,6.7,0.53,34,53,83,29.89,69.8,2302.07,Tomato,Sowing,Summer,Sprinkler,Urea,3.75
Loamy,4.51,1.34,44,34,85,19.81,58.64,790.68,Wheat,Harvest,Spring,Sprinkler,Urea,0.81
Sandy,4.66,2.47,127,61,27,28.47,79.19,1739.85,Potato,Flowering,Summer,Canal,MOP,3.48
Clay,5.3,0.8,74,27,86,23.43,40.72,787.3,Sugarcane,Vegetative,Spring,Sprinkler,DAP,2.32
Loamy,5.24,0.64,82,16,66,30.5,87.88,2101.36,Rice,Sowing,Summer,Canal,DAP,2.19
Loamy,5.52,1.08,66,31,81,9.91,25.84,95.73,Cotton,Flowering,Winter,Rainfed,DAP,1.0
Sandy,5.72,0.38,135,13,108,31.52,94.92,2414.94,Rice,Harvest,Summer,Rainfed,DAP,0.81
Silt,5.94,1.78,83,38,117,8.36,51.76,297.5,Sugarcane,Flowering,Winter,Sprinkler,DAP,0.96
Loamy,6.18,1.37,41,49,71,24.43,57.77,797.5,Rice,Sowing,Spring,Canal,Urea,2.68
Silt,4.9,3.44,125,61,13,17.73,62.9,459.78,Wheat,Sowing,Spring,Canal,MOP,0.85
Silt,4.67,1.03,96,69,71,26.5,66.57,776.48,Wheat,Vegetative,Spring,Canal,Compost,231.65
Clay,7.2,1.88,93,50,55,23.01,43.97,407.14,Potato,Flowering,Spring,Canal,DAP,0.82
Silt,6.65,0.59,99,85,80,20.57,74.67,167.09,Potato,Vegetative,Spring,Sprinkler,NPK,8.25
Sandy,6.28,0.66,146,82,30,22.16,88.62,1932.88,Cotton,Vegetative,Summer,Sprinkler,MOP,1.87
Clay,7.04,0.71,149,24,69,17.37,61.22,295.83,Rice,Flowering,Spring,Canal,DAP,0.95
Clay,7.81,0.24,145,86,54,8.17,46.68,234.33,Maize,Flowering,Winter,Canal,Zinc Sulphate,1.11
Clay,6.21,1.76,133,27,117,10.95,28.2,255.97,Sugarcane,Harvest,Winter,Sprinkler,DAP,0.51
Loamy,7.06,0.3,134,44,88,14.87,26.64,184.44,Wheat,Harvest,Winter,Sprinkler,DAP,0.51
Loamy,8.31,2.64,80,28,107,7.68,49.14,265.17,Wheat,Sowing,Winter,Sprinkler,DAP,1.07
Silt,7.86,1.14,24,30,31,29.43,91.31,2590.76,Sugarcane,Vegetative,Summer,Drip,Urea,10.13
Clay,6.2,3.03,47,22,74,37.42,87.43,2388.74,Maize,Flowering,Summer,Sprinkler,Urea,1.87
Clay,7.08,0.92,100,30,15,14.22,49.3,204.28,Maize,Harvest,Winter,Rainfed,DAP,0.51
Sandy,5.21,2.17,34,35,74,27.25,52.71,764.44,Cotton,Flowering,Spring,Drip,Urea,2.12
Silt,6.74,0.59,49,65,92,30.3,91.86,2153.16,Sugarcane,Harvest,Summer,Drip,Urea,1.46
Sandy,8.43,2.13,57,40,36,24.82,48.72,158.95,Potato,Harvest,Spring,Rainfed,Urea,1.18
Silt,6.57,0.65,33,39,19,32.84,67.29,1131.74,Maize,Flowering,Summer,Sprinkler,Urea,2.94
Silt,8.21,1.57,51,33,64,17.7,60.05,504.9,Maize,Sowing,Spring,Drip,Urea,2.86
Loamy,6.13,0.41,63,39,87,19.39,70.86,199.14,Wheat,Sowing,Spring,Canal,DAP,1.04
Loamy,8.5,0.61,111,35,43,25.53,58.22,336.16,Rice,Flowering,Spring,Drip,DAP,0.89
Sandy,6.82,0.85,137,63,50,24.04,63.15,207.26,Sugarcane,Flowering,Spring,Sprinkler,Compost,273.83
Silt,4.67,2.23,135,85,41,5.27,28.62,285.47,Sugarcane,Flowering,Winter,Canal,Compost,184.74
Clay,6.85,1.91,142,30,76,24.96,52.52,708.69,Wheat,Vegetative,Spring,Rainfed,DAP,1.52
Loamy,5.6,0.47,135,32,60,10.45,34.05,105.96,Tomato,Harvest,Winter,Rainfed,DAP,0.51
Clay,4.63,0.39,121,37,119,15.09,48.4,190.74,Cotton,Sowing,Winter,Canal,DAP,1.41
Sandy,7.78,0.6,23,88,89,9.4,40.76,216.34,Wheat,Harvest,Winter,Drip,Urea,0.94
Loamy,5.6,0.83,134,32,48,20.74,53.59,534.2,Tomato,Harvest,Spring,Canal,DAP,0.51
Loamy,7.69,0.9,78,68,106,12.33,53.7,136.09,Cotton,Sowing,Winter,Drip,Zinc Sulphate,0.69
Silt,5.65,0.76,94,62,14,26.99,92.9,2639.09,Tomato,Flowering,Summer,Rainfed,MOP,3.83
Sandy,5.28,1.61,23,62,67,7.66,39.43,267.52,Rice,Vegetative,Winter,Sprinkler,Urea,4.71
Silt,8.4,0.76,23,43,108,14.65,45.31,294.55,Wheat,Vegetative,Winter,Canal,Urea,5.32
Loamy,5.95,1.42,159,77,26,5.68,40.29,163.32,Sugarcane,Sowing,Winter,Sprinkler,MOP,2.03
Sandy,6.91,0.54,66,21,32,16.08,53.29,135.47,Tomato,Vegetative,Winter,Sprinkler,DAP,2.24
Loamy,6.94,2.82,154,11,99,7.58,36.96,157.42,Maize,Sowing,Winter,Sprinkler,DAP,1.32
Sandy,6.74,0.99,159,34,55,16.37,31.89,260.24,Rice,Flowering,Winter,Sprinkler,DAP,0.76
Loamy,8.16,0.57,90,77,16,34.38,76.89,2858.99,Wheat,Vegetative,Summer,Drip,MOP,1.48
Clay,7.2,0.74,73,53,114,34.37,92.65,1101.32,Potato,Flowering,Summer,Drip,DAP,0.87
Clay,6.11,0.68,82,43,71,30.34,67.27,1874.13,Potato,Flowering,Summer,Canal,DAP,1.31
Silt,7.95,0.42,75,15,16,37.62,86.46,1369.56,Sugarcane,Flowering,Summer,Drip,DAP,1.89
Clay,5.22,0.82,92,48,24,24.31,50.02,736.37,Sugarcane,Harvest,Spring,Drip,MOP,0.54
Loamy,6.68,0.7,116,59,39,24.01,87.07,2459.95,Tomato,Sowing,Summer,Drip,MOP,2.46
Loamy,8.3,0.43,121,33,29,22.27,94.91,2387.59,Potato,Flowering,Summer,Canal,DAP,2.03
Clay,7.0,0.78,99,14,76,34.32,88.07,1109.95,Sugarcane,Sowing,Summer,Drip,DAP,1.83
Silt,7.77,0.75,50,63,95,9.58,34.8,204.28,Maize,Flowering,Winter,Drip,Urea,2.57
Clay,7.11,0.37,34,63,63,34.91,76.48,2729.46,Sugarcane,Harvest,Summer,Canal,Urea,2.44
Sandy,7.86,0.37,149,19,59,23.92,81.72,1198.14,Maize,Harvest,Summer,Rainfed,DAP,0.92
Sandy,8.28,1.36,32,84,80,20.02,64.7,597.43,Wheat,Flowering,Spring,Sprinkler,Urea,2.64
Sandy,5.59,1.42,24,78,104,26.25,76.0,2553.97,Tomato,Sowing,Summer,Drip,Urea,4.98
Clay,5.18,2.44,51,15,58,14.39,50.58,42.09,Cotton,Vegetative,Winter,Sprinkler,Urea,2.61
Clay,6.44,0.31,125,87,59,17.75,52.57,781.17,Rice,Sowing,Spring,Sprinkler,Compost,411.45
Clay,7.31,0.35,40,25,12,23.22,46.68,481.42,Rice,Vegetative,Spring,Canal,Urea,4.22
Sandy,5.41,0.27,60,69,116,9.15,39.94,176.39,Wheat,Vegetative,Winter,Rainfed,Compost,595.45
Silt,4.52,0.89,106,23,73,16.78,35.63,34.67,Wheat,Sowing,Winter,Sprinkler,DAP,1.43
Loamy,5.87,1.57,155,42,55,27.69,52.93,565.16,Sugarcane,Harvest,Spring,Canal,SSP,0.95
Clay,8.38,0.72,55,78,90,6.65,41.33,240.2,Sugarcane,Vegetative,Winter,Rainfed,Urea,8.76
Silt,7.28,2.15,52,49,31,22.28,70.88,1805.36,Wheat,Flowering,Summer,Canal,Urea,2.1
Loamy,6.11,2.38,48,87,61,7.32,29.0,118.64,Rice,Flowering,Winter,Sprinkler,Urea,1.53
Loamy,5.27,1.69,114,49,46,19.04,69.88,524.6,Wheat,Sowing,Spring,Canal,Compost,209.65
Loamy,5.92,0.38,76,18,69,11.41,25.16,157.44,Tomato,Harvest,Winter,Drip,DAP,0.51
Silt,5.18,0.28,91,76,76,26.69,72.46,1522.2,Sugarcane,Sowing,Summer,Canal,Compost,915.7
Silt,4.93,0.56,109,83,57,20.99,65.84,464.77,Wheat,Vegetative,Spring,Sprinkler,Compost,268.25
Sandy,8.13,0.22,133,57,39,6.07,33.42,245.64,Sugarcane,Harvest,Winter,Rainfed,MOP,0.97
Silt,8.49,1.86,134,84,97,7.55,43.15,42.54,Rice,Harvest,Winter,Sprinkler,Zinc Sulphate,1.13
Silt,5.16,0.6,145,74,106,34.37,71.66,1148.13,Tomato,Vegetative,Summer,Canal,Compost,302.69
Silt,4.72,0.92,143,19,52,17.27,46.35,72.81,Potato,Vegetative,Winter,Canal,DAP,3.35
Loamy,5.82,0.61,135,15,19,23.76,51.71,699.87,Tomato,Flowering,Spring,Sprinkler,DAP,1.46
Clay,6.35,0.52,122,81,80,30.29,81.46,1168.75,Tomato,Sowing,Summer,Drip,MOP,1.22
Sandy,5.32,0.4,21,71,89,17.69,49.8,137.45,Tomato,Vegetative,Winter,Canal,Urea,6.51
Clay,5.71,0.62,109,40,105,9.89,52.8,92.08,Cotton,Flowering,Winter,Sprinkler,Zinc Sulphate,0.48
Clay,5.3,1.0,37,15,11,22.04,71.74,568.94,Tomato,Vegetative,Spring,Rainfed,Urea,5.23
Silt,7.6,1.53,64,43,81,27.57,92.18,2256.16,Rice,Flowering,Summer,Sprinkler,MOP,0.69
Sandy,7.35,0.93,34,76,88,25.96,42.62,670.85,Potato,Flowering,Spring,Canal,Urea,3.91
Clay,7.04,0.89,154,71,76,24.9,41.74,661.14,Maize,Sowing,Spring,Canal,NPK,6.3
Clay,6.05,0.25,59,21,93,17.0,37.36,121.23,Sugarcane,Sowing,Winter,Canal,Urea,5.02
Sandy,8.14,2.15,36,47,107,27.95,92.38,2010.95,Wheat,Vegetative,Summer,Rainfed,Urea,5.76
Silt,8.38,0.26,97,16,55,12.08,47.22,299.51,Wheat,Harvest,Winter,Drip,DAP,0.51
Clay,5.19,3.48,124,73,50,15.76,44.46,274.18,Sugarcane,Vegetative,Spring,Drip,Compost,143.07
Loamy,5.39,0.9,101,86,13,8.51,27.24,252.86,Maize,Harvest,Winter,Drip,MOP,0.41
Clay,6.6,0.42,105,13,96,14.13,26.73,268.65,Sugarcane,Sowing,Winter,Canal,DAP,1.88
Loamy,4.87,0.79,99,30,17,13.57,28.74,283.0,Wheat,Sowing,Winter,Drip,DAP,1.28
Silt,6.25,1.91,68,87,19,22.02,66.64,1068.59,Cotton,Flowering,Summer,Sprinkler,MOP,0.79
Clay,6.83,0.6,68,45,111,26.8,67.4,1047.94,Maize,Vegetative,Summer,Drip,NPK,9.64
Sandy,6.59,0.55,62,16,14,17.86,38.46,122.05,Wheat,Vegetative,Winter,Drip,DAP,1.74
Sandy,5.82,0.35,89,86,83,32.34,72.35,959.08,Tomato,Flowering,Summer,Sprinkler,Compost,261.43
Clay,6.67,0.98,90,44,99,27.98,44.08,572.61,Tomato,Vegetative,Spring,Canal,NPK,7.45
Silt,8.34,0.32,28,58,89,37.59,72.65,2436.29,Rice,Vegetative,Summer,Canal,Urea,8.32
Silt,5.32,2.63,109,20,68,24.78,43.07,279.77,Tomato,Vegetative,Spring,Rainfed,DAP,2.25
Sandy,7.12,2.59,21,33,67,26.23,63.15,529.16,Maize,Flowering,Spring,Sprinkler,Urea,2.37
Clay,4.67,2.97,22,31,32,35.55,67.85,2366.14,Sugarcane,Sowing,Summer,Canal,Urea,7.8
Silt,4.77,0.34,28,52,70,22.38,76.65,928.55,Tomato,Vegetative,Summer,Sprinkler,Urea,8.04
Sandy,6.71,0.93,31,60,26,8.45,31.34,110.21,Rice,Vegetative,Winter,Sprinkler,Urea,4.23
Loamy,4.92,0.33,123,58,37,36.38,82.63,2032.59,Potato,Vegetative,Summer,Sprinkler,MOP,7.18
Clay,4.59,0.94,75,31,27,13.74,33.61,93.2,Potato,Flowering,Winter,Rainfed,DAP,1.59
Loamy,5.19,2.78,124,88,61,23.47,61.03,590.33,Cotton,Vegetative,Spring,Rainfed,Compost,115.75
Loamy,6.76,0.9,82,27,67,34.53,82.34,986.29,Cotton,Vegetative,Summer,Sprinkler,DAP,1.62
Silt,7.31,1.03,65,53,50,5.68,44.44,254.13,Sugarcane,Harvest,Winter,Sprinkler,Urea,1.19
Silt,5.31,1.77,79,41,84,6.48,35.76,213.48,Tomato,Flowering,Winter,Drip,Compost,133.84
Silt,7.17,0.56,51,67,107,5.05,41.72,93.77,Potato,Flowering,Winter,Drip,Urea,2.64
Clay,5.23,3.18,110,65,119,17.99,37.37,131.79,Potato,Vegetative,Winter,Drip,Compost,127.41
Loamy,6.95,0.21,80,83,88,26.13,62.67,798.2,Tomato,Sowing,Spring,Sprinkler,Compost,653.69
Clay,6.15,0.71,113,18,10,16.46,64.09,169.85,Tomato,Flowering,Spring,Rainfed,DAP,1.31
Silt,7.12,0.51,151,72,106,19.52,66.49,209.31,Sugarcane,Sowing,Spring,Sprinkler,NPK,10.31
Loamy,8.48,2.35,149,13,82,26.39,47.25,200.07,Rice,Harvest,Spring,Canal,DAP,0.51
Clay,8.25,0.73,74,47,117,17.62,61.78,408.93,Wheat,Sowing,Spring,Drip,Zinc Sulphate,1.01
Clay,4.52,1.26,60,51,26,15.43,30.07,166.81,Tomato,Vegetative,Winter,Sprinkler,MOP,3.35
Sandy,8.04,1.69,158,16,88,34.49,81.3,2788.24,Maize,Sowing,Summer,Canal,DAP,3.07
Clay,4.77,1.71,34,51,13,15.23,27.22,172.6,Maize,Sowing,Winter,Canal,Urea,3.47
Silt,8.31,3.18,120,69,110,29.33,75.16,2795.66,Rice,Vegetative,Summer,Drip,Zinc Sulphate,1.12
Clay,5.63,0.58,86,29,55,16.02,60.3,684.03,Sugarcane,Flowering,Spring,Sprinkler,DAP,1.24
Loamy,6.03,2.38,131,72,79,28.37,86.19,2336.11,Sugarcane,Harvest,Summer,Sprinkler,Compost,76.31
Clay,4.87,0.91,76,30,15,26.85,89.79,2837.62,Wheat,Flowering,Summer,Drip,DAP,1.15
Sandy,4.95,0.98,52,14,92,25.25,73.03,698.64,Cotton,Sowing,Spring,Canal,Urea,3.77
Loamy,7.41,0.2,84,39,32,11.63,32.09,269.96,Tomato,Flowering,Winter,Sprinkler,DAP,1.04
Loamy,8.28,0.54,20,72,103,23.05,75.39,2585.2,Cotton,Harvest,Summer,Sprinkler,Urea,1.27
Sandy,6.94,2.52,150,68,10,25.86,48.13,629.04,Rice,Vegetative,Spring,Canal,MOP,2.08
Silt,7.36,0.58,28,47,82,25.65,67.57,2622.78,Tomato,Vegetative,Summer,Drip,Urea,6.29
Loamy,7.55,0.77,51,45,70,8.9,26.73,132.75,Rice,Sowing,Winter,Sprinkler,Urea,2.82
Silt,5.55,0.44,96,47,31,6.97,43.56,275.3,Cotton,Harvest,Winter,Rainfed,MOP,0.41
Loamy,4.68,0.38,64,32,74,17.11,42.06,732.97,Tomato,Vegetative,Spring,Drip,DAP,2.66
Loamy,4.51,0.47,114,32,66,26.11,62.87,359.86,Potato,Harvest,Spring,Canal,DAP,0.64
Silt,5.9,0.92,40,67,45,8.7,48.87,149.17,Wheat,Vegetative,Winter,Canal,Urea,4.0
Loamy,5.47,1.92,42,57,34,9.89,35.19,231.52,Wheat,Harvest,Winter,Sprinkler,Urea,0.69
Silt,4.75,0.62,136,15,25,23.93,65.91,207.3,Rice,Vegetative,Spring,Sprinkler,DAP,2.44
Sandy,5.22,0.62,123,55,35,25.95,73.89,2053.36,Maize,Vegetative,Summer,Sprinkler,MOP,2.1
Silt,5.0,0.93,49,24,101,21.76,49.91,187.8,Maize,Harvest,Spring,Rainfed,Urea,1.02
Sandy,8.16,0.66,134,10,14,25.79,59.98,703.89,Cotton,Sowing,Spring,Drip,DAP,2.11
Loamy,5.06,1.15,88,83,31,14.83,36.61,281.17,Sugarcane,Harvest,Winter,Canal,MOP,0.58
Silt,6.65,0.69,93,42,23,20.45,42.08,624.78,Tomato,Vegetative,Spring,Drip,MOP,3.62
Loamy,6.87,0.84,83,33,82,12.02,49.49,275.05,Sugarcane,Harvest,Winter,Sprinkler,DAP,0.51
Silt,6.67,0.89,58,79,87,29.75,69.12,1473.33,Maize,Harvest,Summer,Canal,Urea,0.89
Sandy,4.9,1.19,74,23,89,6.01,31.68,45.38,Wheat,Flowering,Winter,Sprinkler,DAP,1.32
Sandy,5.78,0.93,26,79,103,5.23,28.57,85.54,Cotton,Harvest,Winter,Drip,Urea,0.86
Silt,4.71,0.51,58,47,105,33.96,79.02,1279.16,Tomato,Vegetative,Summer,Rainfed,Urea,6.77
Sandy,6.08,0.36,123,20,79,6.33,40.03,158.76,Tomato,Sowing,Winter,Canal,DAP,2.48
Loamy,5.25,2.05,115,72,26,10.34,44.39,146.52,Tomato,Sowing,Winter,Rainfed,MOP,2.76
Loamy,6.75,1.44,53,41,10,17.52,73.6,604.1,Rice,Flowering,Spring,Rainfed,Urea,1.92
Clay,7.27,0.23,54,38,27,18.7,43.85,370.79,Tomato,Vegetative,Spring,Drip,Urea,3.85
Sandy,6.63,1.26,134,39,84,21.57,42.36,396.94,Sugarcane,Harvest,Spring,Rainfed,DAP,0.51
Loamy,6.24,0.97,24,38,20,29.58,69.68,1519.84,Maize,Harvest,Summer,Drip,Urea,0.88
Silt,6.05,0.87,75,20,101,21.91,41.54,772.77,Tomato,Sowing,Spring,Rainfed,DAP,2.08
Sandy,7.87,0.22,102,58,21,25.47,54.95,191.47,Sugarcane,Harvest,Spring,Canal,MOP,0.9
Loamy,5.38,1.66,26,87,43,25.29,43.4,652.93,Potato,Vegetative,Spring,Rainfed,Urea,6.81
Sandy,7.44,0.46,72,73,89,22.56,66.06,351.26,Wheat,Flowering,Spring,Sprinkler,Urea,1.71
Silt,7.53,2.86,125,47,83,17.13,42.99,203.04,Wheat,Harvest,Winter,Drip,NPK,0.87
Loamy,6.18,0.22,61,28,119,25.15,71.46,175.39,Sugarcane,Harvest,Spring,Rainfed,DAP,0.53
Clay,5.69,1.18,37,77,112,22.93,78.89,2182.69,Wheat,Vegetative,Summer,Drip,Urea,3.54
Clay,6.38,0.23,25,16,17,37.32,71.63,1179.84,Rice,Sowing,Summer,Sprinkler,Urea,3.73
Sandy,4.87,0.51,151,83,99,17.49,49.11,632.67,Rice,Harvest,Spring,Sprinkler,Compost,101.43
